scenario,sample,replicate,regolith_pct,vermicompost_pct,mycorrhiza,light_hours,dark_days_continuous,radiation_msv_day,gravity_g,nitrogen_mg_kg,phosphorus_mg_kg,potassium_mg_kg,ph,perchlorate_ppm,glass_fines_pct,transpiration_index,xylem_geometry_risk,dark_lethality_index,xylem_embolism_risk,toxicity_index,dry_root_g,dry_shoot_g,seed_weight_g,slakes,biomass_g,total_seed,height_cm,survival,mortality_probability
simulated_lunar_7,LRS75-,3,75.0,25.0,0.0,12.0,7.0,0.71071,0.16667,48.62844,15.30762,93.20205,8.88294,56.28516,13.27001,0.9049,0.22407,0.5775,0.49048,0.75154,1.87,3.62,0.0,0.25,0.0,0.0,0.0725,0.0224,0.8687
observed_earth_simulant,LRS75-,4,75.0,25.0,0.0,12.0,0.5,0.02,1.0,74.59143,21.59149,133.1246,8.43038,0.0,3.14017,1.04097,0.36489,0.02298,0.0,0.23095,2.43,4.38,0.0,0.38,6.8100000000000005,0.0,19.2,1.0,0.0
simulated_lunar_1,LRS75-,4,75.0,25.0,0.0,16.0,7.0,0.4643,0.16667,33.50318,18.66525,91.61576,8.99255,51.23967,12.34111,0.80057,0.74751,0.65135,0.76516,0.70424,2.43,4.38,0.0,0.38,0.0,0.0,0.1483,0.0197,0.98
simulated_lunar_2,LRS75-,4,75.0,25.0,0.0,16.0,7.0,2.03613,0.16667,59.17747,14.63834,138.03552,8.89394,50.0313,9.1436,0.76404,0.80729,0.65135,0.77953,0.60201,2.43,4.38,0.0,0.38,0.0,0.0,0.0568,0.0078,0.9643
simulated_lunar_3,LRS75-,4,75.0,25.0,0.0,12.0,7.0,0.55215,0.16667,56.10569,15.27045,119.12001,8.91749,60.38802,10.44691,1.18911,0.84344,0.5775,1.0,0.68067,2.43,4.38,0.0,0.38,0.0,0.0,0.0146,0.002,0.98
simulated_lunar_4,LRS75-,4,75.0,25.0,0.0,12.0,7.0,1.80073,0.16667,46.36408,18.93735,86.57409,8.42995,78.50057,13.3188,0.9019,0.51943,0.5775,0.67628,0.83634,2.43,4.38,0.0,0.38,0.0,0.0,0.5536,0.0757,0.9321
simulated_lunar_5,LRS75-,4,75.0,25.0,0.0,0.0,10.0,1.69795,0.16667,54.28968,23.30809,112.26787,8.5342,25.67833,12.96273,1.03526,0.66435,0.7773,0.83612,0.62738,2.43,4.38,0.0,0.38,0.0,0.0,0.1004,0.014,0.98
simulated_lunar_6,LRS75-,4,75.0,25.0,0.0,4.0,7.0,2.16438,0.16667,52.78031,17.96924,74.36516,8.78875,20.74213,9.06043,0.99938,0.36908,0.4225,0.61893,0.48963,2.43,4.38,0.0,0.38,0.0,0.0,0.1263,0.0214,0.7369
simulated_lunar_7,LRS75-,4,75.0,25.0,0.0,8.0,14.0,1.22383,0.16667,65.30593,14.98643,101.47537,8.64977,31.33287,9.87234,0.89432,0.66571,0.98757,0.76491,0.55415,2.43,4.38,0.0,0.38,0.0,0.0,0.4467,0.0756,0.98
observed_earth_simulant,LRS75-,5,75.0,25.0,0.0,12.0,0.5,0.02,1.0,74.44403,20.10977,153.7188,8.57375,0.0,2.85046,1.14596,0.2375,0.02298,0.0,0.2221,1.6,3.73,0.0,0.26,5.33,0.0,18.8,1.0,0.0
simulated_lunar_1,LRS75-,5,75.0,25.0,0.0,8.0,3.0,1.62446,0.16667,36.18988,16.64111,85.78304,8.68858,41.83648,16.59256,0.83244,0.46003,0.07586,0.60918,0.79888,1.6,3.73,0.0,0.26,0.0,0.0,0.3776,0.0516,0.5467
simulated_lunar_2,LRS75-,5,75.0,25.0,0.0,4.0,10.0,1.08221,0.16667,51.40413,14.11952,116.93783,8.60124,68.41353,10.24117,0.59836,0.53394,0.82671,0.54693,0.70448,1.6,3.73,0.0,0.26,0.0,0.0,0.065,0.0106,0.98
simulated_lunar_3,LRS75-,5,75.0,25.0,0.0,12.0,10.0,2.14438,0.16667,52.80831,15.57308,94.5092,8.90095,67.6996,15.42917,0.88994,0.9299,0.89912,0.92841,0.86032,1.6,3.73,0.0,0.26,0.0,0.0,0.3388,0.0554,0.98
simulated_lunar_4,LRS75-,5,75.0,25.0,0.0,0.0,10.0,1.3916,0.16667,46.13156,13.81428,106.68417,8.81215,72.82544,8.70335,0.496,0.31096,0.7773,0.39731,0.67403,1.6,3.73,0.0,0.26,0.0,0.0,0.4453,0.078,0.9738
simulated_lunar_5,LRS75-,5,75.0,25.0,0.0,12.0,7.0,2.1008,0.16667,56.68897,15.73425,117.31905,8.67813,31.56161,11.36564,0.81687,0.9272,0.5775,0.88127,0.60064,1.6,3.73,0.0,0.26,0.0,0.0,0.5606,0.0795,0.9362
simulated_lunar_6,LRS75-,5,75.0,25.0,0.0,12.0,10.0,1.60938,0.16667,68.82755,15.75871,76.90986,8.88703,65.35931,10.77661,1.09541,0.83066,0.89912,0.98559,0.70938,1.6,3.73,0.0,0.26,0.0,0.0,0.0501,0.0074,0.98
simulated_lunar_7,LRS75-,5,75.0,25.0,0.0,4.0,10.0,0.67186,0.16667,65.96977,19.42714,89.15139,8.274,65.61077,11.19708,0.68071,0.58367,0.82671,0.61133,0.72317,1.6,3.73,0.0,0.26,0.0,0.0,0.3454,0.0533,0.98
observed_earth_simulant,LRS75-,7,75.0,25.0,0.0,12.0,0.5,0.02,1.0,71.32561,21.26359,139.57203,8.39215,0.0,3.17752,0.92746,0.25451,0.02298,0.0,0.23209,2.68,4.68,0.0,0.23,7.359999999999999,0.0,15.5,1.0,0.0
simulated_lunar_1,LRS75-,7,75.0,25.0,0.0,12.0,14.0,1.827,0.16667,55.94243,15.19474,123.58425,8.93139,49.02796,12.37249,0.86521,0.64039,0.99087,0.73439,0.6969,2.68,4.68,0.0,0.23,0.0,0.0,0.1034,0.0166,0.98
simulated_lunar_2,LRS75-,7,75.0,25.0,0.0,0.0,14.0,0.46805,0.16667,37.55532,20.08327,89.36501,8.85537,45.94382,8.24855,1.00032,0.48633,0.97702,0.69829,0.55933,2.68,4.68,0.0,0.23,0.0,0.0,0.0174,0.0034,0.98
simulated_lunar_3,LRS75-,7,75.0,25.0,0.0,16.0,14.0,0.72659,0.16667,56.39077,16.94438,95.79086,8.6363,70.79049,10.82651,0.85487,0.69944,0.99331,0.76538,0.73127,2.68,4.68,0.0,0.23,0.0,0.0,0.0676,0.0143,0.98
simulated_lunar_4,LRS75-,7,75.0,25.0,0.0,8.0,14.0,2.18923,0.16667,64.58984,18.52051,88.97137,8.59907,65.07769,9.42979,0.65103,0.28969,0.98757,0.44231,0.66717,2.68,4.68,0.0,0.23,0.0,0.0,0.2189,0.046,0.98
simulated_lunar_5,LRS75-,7,75.0,25.0,0.0,8.0,14.0,1.9688,0.16667,54.34702,17.68052,107.89002,8.69539,66.20365,13.09731,0.83641,0.41739,0.98757,0.58508,0.78346,2.68,4.68,0.0,0.23,0.0,0.0,0.3711,0.0749,0.98
simulated_lunar_6,LRS75-,7,75.0,25.0,0.0,0.0,7.0,1.33305,0.16667,62.92184,12.46418,98.46426,8.56965,43.31451,8.69381,1.12041,0.81749,0.34865,0.99058,0.56307,2.68,4.68,0.0,0.23,0.0,0.0,0.2156,0.0415,0.7913
simulated_lunar_7,LRS75-,7,75.0,25.0,0.0,4.0,3.0,0.71396,0.16667,58.46892,10.83889,102.01861,8.79653,34.55825,9.67251,0.51222,0.83455,0.05665,0.64839,0.56014,2.68,4.68,0.0,0.23,0.0,0.0,5.3221,1.0,0.4949
observed_earth_simulant,LRS75-,8,75.0,25.0,0.0,12.0,0.5,0.02,1.0,72.72069,20.99869,139.76699,8.4665,0.0,2.77828,1.075,0.24224,0.02298,0.0,0.21989,3.19,6.42,0.0,0.18,9.61,0.0,24.4,1.0,0.0
simulated_lunar_1,LRS75-,8,75.0,25.0,0.0,12.0,10.0,0.62719,0.16667,48.0482,21.16603,107.12989,8.79619,44.41605,8.63268,0.88138,0.93583,0.89912,0.92677,0.56534,3.19,6.42,0.0,0.18,0.0,0.0,0.5215,0.061,0.98
simulated_lunar_2,LRS75-,8,75.0,25.0,0.0,12.0,3.0,0.67307,0.16667,57.63702,20.8122,106.10515,8.53742,43.04473,11.99937,0.89589,0.42623,0.10088,0.61488,0.66307,3.19,6.42,0.0,0.18,0.0,0.0,0.0679,0.0077,0.539
simulated_lunar_3,LRS75-,8,75.0,25.0,0.0,4.0,7.0,1.57414,0.16667,56.9116,16.80761,102.26895,8.56383,40.30791,10.6047,1.11743,0.65972,0.4225,0.87478,0.61019,3.19,6.42,0.0,0.18,0.0,0.0,0.0473,0.0055,0.8249
simulated_lunar_4,LRS75-,8,75.0,25.0,0.0,4.0,10.0,0.62637,0.16667,41.49401,16.50705,101.38257,8.65491,20.32831,14.92731,0.75663,0.55604,0.82671,0.63178,0.66734,3.19,6.42,0.0,0.18,0.0,0.0,0.1394,0.0148,0.98
simulated_lunar_5,LRS75-,8,75.0,25.0,0.0,12.0,14.0,0.70712,0.16667,53.05029,17.9535,108.63576,8.71508,57.5711,12.19073,0.94666,0.61785,0.99087,0.76053,0.72339,3.19,6.42,0.0,0.18,0.0,0.0,0.2318,0.0262,0.98
simulated_lunar_6,LRS75-,8,75.0,25.0,0.0,8.0,14.0,0.72916,0.16667,40.04141,9.24176,121.628,8.37041,63.82057,14.34264,0.72592,0.90431,0.98757,0.81192,0.81257,3.19,6.42,0.0,0.18,0.0,0.0,0.0085,0.001,0.98
simulated_lunar_7,LRS75-,8,75.0,25.0,0.0,16.0,3.0,0.52651,0.16667,42.76701,19.33806,122.0413,8.6788,58.38989,10.73935,0.84641,0.3502,0.13296,0.54824,0.68211,3.19,6.42,0.0,0.18,0.0,0.0,8.3962,1.0,0.5492
observed_earth_simulant,LRS75+,1,75.0,25.0,1.0,12.0,0.5,0.02,1.0,91.01353,26.09724,158.8261,8.24613,0.0,2.66618,1.00427,0.37092,0.02298,0.0,0.21647,4.04,6.83,0.48,0.4,10.870000000000001,4.0,24.2,1.0,0.0
simulated_lunar_1,LRS75+,1,75.0,25.0,1.0,8.0,14.0,1.56669,0.16667,62.13631,36.95075,119.54933,8.43235,51.1835,10.52012,0.95084,0.56701,0.98757,0.72939,0.64839,4.04,6.83,0.48,0.4,0.0,0.0,0.7029,0.0754,0.98
simulated_lunar_2,LRS75+,1,75.0,25.0,1.0,12.0,3.0,2.14694,0.16667,67.57063,31.5418,140.10403,8.77347,56.34368,11.95406,0.92811,0.79455,0.10088,0.8651,0.71155,4.04,6.83,0.48,0.4,0.0,0.0,0.4305,0.053,0.6112
simulated_lunar_3,LRS75+,1,75.0,25.0,1.0,16.0,3.0,2.1099,0.16667,62.83415,31.62039,133.01117,8.71432,44.73451,10.73309,1.08572,0.54474,0.13296,0.77702,0.63071,4.04,6.83,0.48,0.4,0.0,0.0,0.4016,0.0445,0.5961
simulated_lunar_4,LRS75+,1,75.0,25.0,1.0,12.0,14.0,0.55553,0.16667,74.52335,25.11161,144.40754,8.73524,40.35071,8.93114,0.74109,0.84076,0.99087,0.78532,0.55921,4.04,6.83,0.48,0.4,0.0,0.0,0.2755,0.0313,0.98
simulated_lunar_5,LRS75+,1,75.0,25.0,1.0,8.0,10.0,0.90892,0.16667,72.51409,29.39739,131.14152,8.64124,40.66825,11.4767,0.88302,0.86851,0.86704,0.88576,0.63818,4.04,6.83,0.48,0.4,0.0,0.0,0.0634,0.0078,0.98
simulated_lunar_6,LRS75+,1,75.0,25.0,1.0,4.0,7.0,0.74578,0.16667,75.21789,29.66904,121.31122,8.17202,58.17491,12.30379,0.87676,0.69333,0.4225,0.77309,0.7291,4.04,6.83,0.48,0.4,0.0,0.0,0.3475,0.0412,0.8233
simulated_lunar_7,LRS75+,1,75.0,25.0,1.0,0.0,10.0,1.0177,0.16667,75.97215,25.48161,140.44975,8.57791,45.74835,10.67949,0.77982,0.57708,0.7773,0.6548,0.63287,4.04,6.83,0.48,0.4,0.0,0.0,0.227,0.0272,0.98
observed_earth_simulant,LRS75+,2,75.0,25.0,1.0,12.0,0.5,0.02,1.0,81.24616,29.57426,162.29488,8.00635,0.0,2.79941,0.98897,0.22761,0.02298,0.0,0.22054,4.78,7.62,0.55,0.44,12.4,4.0,19.0,1.0,0.0
simulated_lunar_1,LRS75+,2,75.0,25.0,1.0,16.0,14.0,1.82875,0.16667,62.22114,23.17413,127.32269,8.2876,42.3743,10.62782,0.72249,0.52033,0.99331,0.596,0.61864,4.78,7.62,0.55,0.44,0.0,0.0,0.0386,0.0061,0.98
simulated_lunar_2,LRS75+,2,75.0,25.0,1.0,16.0,10.0,0.68015,0.16667,72.50897,25.06551,140.18089,8.21996,58.63574,11.6637,0.95662,0.7275,0.92414,0.8373,0.71127,4.78,7.62,0.55,0.44,0.0,0.0,0.33,0.0461,0.98
simulated_lunar_3,LRS75+,2,75.0,25.0,1.0,12.0,10.0,2.08061,0.16667,65.68787,27.65451,132.03367,8.33324,33.76653,10.3668,0.75535,0.31081,0.89912,0.49124,0.57839,4.78,7.62,0.55,0.44,0.0,0.0,0.3472,0.0548,0.98
simulated_lunar_4,LRS75+,2,75.0,25.0,1.0,0.0,7.0,1.90734,0.16667,75.438,28.23791,140.31539,8.70736,69.80488,11.6285,1.05737,0.31247,0.34865,0.60187,0.75208,4.78,7.62,0.55,0.44,0.0,0.0,0.4866,0.0638,0.7319
simulated_lunar_5,LRS75+,2,75.0,25.0,1.0,12.0,3.0,0.68378,0.16667,76.22329,29.22221,132.88808,8.38864,32.63363,10.59926,1.20312,0.78668,0.10088,1.0,0.58124,4.78,7.62,0.55,0.44,0.0,0.0,0.419,0.0717,0.6189
simulated_lunar_6,LRS75+,2,75.0,25.0,1.0,12.0,10.0,1.57618,0.16667,79.85922,30.77204,122.56043,8.75075,28.99596,11.72791,1.15827,0.57519,0.89912,0.833,0.60209,4.78,7.62,0.55,0.44,0.0,0.0,0.3577,0.0531,0.98
simulated_lunar_7,LRS75+,2,75.0,25.0,1.0,12.0,3.0,0.75235,0.16667,86.92972,32.27954,122.90253,8.7778,33.8348,13.61859,0.94165,0.30821,0.10088,0.55708,0.678,4.78,7.62,0.55,0.44,0.0324,0.0028,0.5659,0.0776,0.5275
observed_earth_simulant,LRS75+,3,75.0,25.0,1.0,12.0,0.5,0.02,1.0,93.17768,27.56545,159.21935,8.3293,0.0,2.93093,0.91931,0.37413,0.02298,0.0,0.22456,4.22,5.42,0.61,0.42,9.64,6.0,28.2,1.0,0.0
simulated_lunar_1,LRS75+,3,75.0,25.0,1.0,4.0,10.0,1.20292,0.16667,82.08591,26.76402,138.10828,8.27975,27.68922,14.70205,0.98905,0.79921,0.82671,0.90272,0.68806,4.22,5.42,0.61,0.42,0.0,0.0,0.7038,0.0734,0.98
simulated_lunar_2,LRS75+,3,75.0,25.0,1.0,8.0,3.0,1.31633,0.16667,77.23896,31.73069,160.99913,8.57014,79.86415,9.53266,0.79222,0.7675,0.07586,0.77232,0.72577,4.22,5.42,0.61,0.42,0.0,0.0,0.646,0.0688,0.5729
simulated_lunar_3,LRS75+,3,75.0,25.0,1.0,12.0,3.0,0.82067,0.16667,94.32347,33.06959,140.56277,8.2186,52.9438,13.11053,0.85285,0.51677,0.10088,0.65258,0.73414,4.22,5.42,0.61,0.42,0.6135,0.1415,10.5101,1.0,0.5626
simulated_lunar_4,LRS75+,3,75.0,25.0,1.0,0.0,10.0,1.09965,0.16667,75.18864,24.75291,121.9194,8.81813,53.25719,8.64388,1.0038,0.68082,0.7773,0.83116,0.59883,4.22,5.42,0.61,0.42,0.0,0.0,0.1409,0.016,0.98
simulated_lunar_5,LRS75+,3,75.0,25.0,1.0,4.0,7.0,1.90922,0.16667,84.42037,26.40967,110.92446,8.44863,66.22759,11.35539,0.78571,0.7156,0.4225,0.73842,0.73032,4.22,5.42,0.61,0.42,0.0,0.0,9.6746,1.0,0.8149
simulated_lunar_6,LRS75+,3,75.0,25.0,1.0,4.0,14.0,1.96514,0.16667,92.12561,26.38031,135.15927,9.02527,69.64407,10.15908,0.65054,0.9306,0.98309,0.7796,0.70658,4.22,5.42,0.61,0.42,0.0,0.0,0.5451,0.0561,0.98
simulated_lunar_7,LRS75+,3,75.0,25.0,1.0,8.0,7.0,0.46922,0.16667,64.04972,23.58818,151.9779,8.78076,66.73868,7.37294,1.08529,0.54028,0.5,0.77366,0.61055,4.22,5.42,0.61,0.42,0.0,0.0,0.1039,0.0095,0.8555
observed_earth_simulant,LRS75+,4,75.0,25.0,1.0,12.0,0.5,0.02,1.0,89.66085,27.88513,154.52733,8.23232,0.0,3.20969,0.93623,0.37923,0.02298,0.0,0.23307,3.97,7.7,0.68,0.48,11.67,7.0,28.6,1.0,0.0
simulated_lunar_1,LRS75+,4,75.0,25.0,1.0,8.0,7.0,1.09483,0.16667,72.72837,29.41609,128.16381,8.69589,29.18792,8.56048,0.73835,0.54362,0.5,0.61627,0.50602,3.97,7.7,0.68,0.48,0.0,0.0,0.113,0.0107,0.7953
simulated_lunar_2,LRS75+,4,75.0,25.0,1.0,12.0,14.0,1.6986,0.16667,85.37418,28.4475,135.86592,8.71282,56.29504,11.9157,1.31663,0.94755,0.99087,1.0,0.7102,3.97,7.7,0.68,0.48,0.0,0.0,0.6763,0.0774,0.98
simulated_lunar_3,LRS75+,4,75.0,25.0,1.0,8.0,14.0,0.87476,0.16667,70.42308,30.27462,145.55887,8.49394,42.23937,10.74765,0.50964,0.85842,0.98757,0.65804,0.6218,3.97,7.7,0.68,0.48,0.0,0.0,0.2271,0.0254,0.98
simulated_lunar_4,LRS75+,4,75.0,25.0,1.0,0.0,7.0,1.2485,0.16667,76.06533,30.9028,128.87676,8.4092,63.15391,12.78061,0.84431,0.82219,0.34865,0.83447,0.76235,3.97,7.7,0.68,0.48,0.0,0.0,9.0875,1.0,0.7921
simulated_lunar_5,LRS75+,4,75.0,25.0,1.0,12.0,7.0,1.35578,0.16667,86.57222,26.51084,123.27995,8.59265,60.13663,11.92766,0.8193,0.55035,0.5775,0.65757,0.72497,3.97,7.7,0.68,0.48,0.0,0.0,0.8221,0.0716,0.9052
simulated_lunar_6,LRS75+,4,75.0,25.0,1.0,16.0,14.0,1.16974,0.16667,77.38861,32.13888,142.93014,8.65587,62.16153,11.96869,1.06599,0.82622,0.99331,0.96538,0.73382,3.97,7.7,0.68,0.48,0.0,0.0,0.6071,0.0658,0.98
simulated_lunar_7,LRS75+,4,75.0,25.0,1.0,0.0,7.0,1.0912,0.16667,88.61679,30.88158,119.38378,8.17035,72.6413,11.99121,0.84893,0.64275,0.34865,0.72767,0.7738,3.97,7.7,0.68,0.48,0.0,0.0,8.8439,1.0,0.7677
observed_earth_simulant,LRS75+,5,75.0,25.0,1.0,12.0,0.5,0.02,1.0,85.36969,30.92568,148.48388,7.94331,0.0,3.17737,0.99463,0.37516,0.02298,0.0,0.23209,5.46,8.94,0.63,0.41,14.399999999999999,7.0,26.4,1.0,0.0
simulated_lunar_1,LRS75+,5,75.0,25.0,1.0,16.0,14.0,0.91734,0.16667,76.01834,27.93489,111.09322,8.7953,46.9453,11.65188,0.9802,0.68273,0.99331,0.8202,0.66707,5.46,8.94,0.63,0.41,0.0,0.0,0.0398,0.0044,0.98
simulated_lunar_2,LRS75+,5,75.0,25.0,1.0,12.0,10.0,0.63822,0.16667,92.14035,27.1909,150.3815,8.75292,64.41223,14.47027,0.85949,0.69055,0.89912,0.76235,0.81869,5.46,8.94,0.63,0.41,0.0,0.0,0.3447,0.0393,0.98
simulated_lunar_3,LRS75+,5,75.0,25.0,1.0,16.0,7.0,0.98218,0.16667,89.54938,30.86343,137.02173,8.61228,66.20467,10.29365,1.01704,0.65026,0.65135,0.8172,0.6978,5.46,8.94,0.63,0.41,0.0,0.0,0.3257,0.0338,0.98
simulated_lunar_4,LRS75+,5,75.0,25.0,1.0,0.0,3.0,1.27535,0.16667,88.34889,27.7467,119.11615,8.29194,67.28726,10.46688,0.87963,0.55116,0.04209,0.68603,0.70715,5.46,8.94,0.63,0.41,0.0,0.0,0.6271,0.0641,0.5232
simulated_lunar_5,LRS75+,5,75.0,25.0,1.0,8.0,7.0,1.29387,0.16667,73.82407,28.23552,134.10074,8.59887,53.71723,13.14076,1.04351,0.27086,0.5,0.56804,0.73796,5.46,8.94,0.63,0.41,0.0,0.0,0.3714,0.0455,0.8296
simulated_lunar_6,LRS75+,5,75.0,25.0,1.0,16.0,3.0,0.51648,0.16667,73.84542,26.89646,135.45403,8.72698,76.5634,13.5453,0.85438,0.54125,0.13296,0.66825,0.836,5.46,8.94,0.63,0.41,0.1484,0.0116,10.7299,1.0,0.61
simulated_lunar_7,LRS75+,5,75.0,25.0,1.0,4.0,7.0,0.65167,0.16667,86.66882,28.42378,114.16808,8.61062,46.95719,11.28844,0.92082,0.28751,0.4225,0.5363,0.65601,5.46,8.94,0.63,0.41,0.0,0.0,0.4021,0.0382,0.7495
observed_earth_simulant,LRS75+,6,75.0,25.0,1.0,12.0,0.5,0.02,1.0,85.29501,28.12023,142.86195,8.01039,0.0,2.76015,1.06894,0.33045,0.02298,0.0,0.21934,4.25,6.31,0.62,0.54,10.559999999999999,6.0,21.1,1.0,0.0
simulated_lunar_1,LRS75+,6,75.0,25.0,1.0,12.0,10.0,0.46651,0.16667,79.93978,29.96524,137.95812,8.26248,52.98548,11.93162,0.8249,0.38134,0.89912,0.55876,0.69827,4.25,6.31,0.62,0.54,0.0,0.0,0.5492,0.0687,0.98
simulated_lunar_2,LRS75+,6,75.0,25.0,1.0,4.0,14.0,1.10157,0.16667,77.03034,33.31528,147.79728,8.52971,36.58931,11.10353,0.92836,0.53714,0.98309,0.6996,0.61148,4.25,6.31,0.62,0.54,0.0,0.0,0.1667,0.0236,0.98
simulated_lunar_3,LRS75+,6,75.0,25.0,1.0,0.0,14.0,2.16103,0.16667,84.09391,24.50792,117.92766,8.40098,47.64811,13.73701,0.68521,0.65862,0.97702,0.65403,0.73342,4.25,6.31,0.62,0.54,0.0,0.0,0.4889,0.0653,0.98
simulated_lunar_4,LRS75+,6,75.0,25.0,1.0,12.0,10.0,1.35119,0.16667,77.43308,28.01463,147.73903,8.62151,47.27043,9.43212,0.7442,0.53624,0.89912,0.61479,0.60047,4.25,6.31,0.62,0.54,0.0,0.0,0.0941,0.0129,0.98
simulated_lunar_5,LRS75+,6,75.0,25.0,1.0,16.0,7.0,1.41655,0.16667,69.3255,22.28554,142.01026,8.29266,23.30635,12.31576,0.89476,0.51265,0.65135,0.6688,0.59871,4.25,6.31,0.62,0.54,0.0,0.0,7.3627,1.0,0.9359
simulated_lunar_6,LRS75+,6,75.0,25.0,1.0,4.0,7.0,0.83667,0.16667,68.65516,28.47915,112.70308,8.63688,58.52154,10.77379,0.87381,0.51199,0.4225,0.65902,0.68365,4.25,6.31,0.62,0.54,0.0,0.0,6.4519,1.0,0.7857
simulated_lunar_7,LRS75+,6,75.0,25.0,1.0,0.0,10.0,1.97372,0.16667,73.5709,29.87913,142.47131,8.17072,56.72596,11.64474,0.69877,0.29052,0.7773,0.45964,0.70353,4.25,6.31,0.62,0.54,0.0,0.0,0.1331,0.0206,0.98
observed_earth_simulant,LRS75+,7,75.0,25.0,1.0,12.0,0.5,0.02,1.0,91.34179,30.63471,154.36335,8.33687,0.0,3.31126,0.91114,0.33302,0.02298,0.0,0.23618,5.48,8.72,1.19,0.42,14.200000000000001,12.0,26.0,1.0,0.0
simulated_lunar_1,LRS75+,7,75.0,25.0,1.0,12.0,14.0,2.12903,0.16667,75.35087,28.79452,97.98668,8.5992,32.92527,12.08368,0.86017,0.62185,0.99087,0.72047,0.62769,5.48,8.72,1.19,0.42,0.0,0.0,0.1173,0.0134,0.98
simulated_lunar_2,LRS75+,7,75.0,25.0,1.0,8.0,14.0,1.74773,0.16667,60.32571,28.56132,136.95579,8.70183,54.76956,10.57061,1.06666,0.77691,0.98757,0.93117,0.66338,5.48,8.72,1.19,0.42,0.0,0.0,0.5528,0.0668,0.98
simulated_lunar_3,LRS75+,7,75.0,25.0,1.0,8.0,10.0,1.65888,0.16667,96.69051,24.86134,139.10652,8.55456,75.16024,8.04239,0.86635,0.3035,0.86704,0.52696,0.66259,5.48,8.72,1.19,0.42,0.0,0.0,0.6748,0.0734,0.98
simulated_lunar_4,LRS75+,7,75.0,25.0,1.0,8.0,3.0,1.1409,0.16667,78.10658,23.7673,125.96956,8.53674,44.27535,13.22291,0.95191,0.49495,0.07586,0.68281,0.70507,5.48,8.72,1.19,0.42,0.0,0.0,0.768,0.0738,0.5463
simulated_lunar_5,LRS75+,7,75.0,25.0,1.0,16.0,10.0,1.09668,0.16667,68.04787,32.01091,118.24111,8.76907,35.77604,10.78427,1.07727,0.82025,0.92414,0.9677,0.59868,5.48,8.72,1.19,0.42,0.0,0.0,0.4651,0.0488,0.98
simulated_lunar_6,LRS75+,7,75.0,25.0,1.0,16.0,14.0,1.62519,0.16667,87.12085,25.10592,123.9339,8.61987,50.5274,12.02044,0.77854,0.75504,0.99331,0.7575,0.69177,5.48,8.72,1.19,0.42,0.0,0.0,0.7366,0.0794,0.98
simulated_lunar_7,LRS75+,7,75.0,25.0,1.0,16.0,10.0,1.73839,0.16667,87.587,28.88224,132.9102,8.62235,33.78914,11.68764,1.23505,0.74488,0.92414,1.0,0.61883,5.48,8.72,1.19,0.42,0.0,0.0,8.8103,1.0,0.98
observed_earth_simulant,LRS75+,8,75.0,25.0,1.0,12.0,0.5,0.02,1.0,86.38696,28.1604,169.83918,8.28144,0.0,3.14893,1.03563,0.3379,0.02298,0.0,0.23122,3.19,7.26,1.84,0.53,10.45,15.0,28.0,1.0,0.0
simulated_lunar_1,LRS75+,8,75.0,25.0,1.0,12.0,10.0,2.16761,0.16667,84.69364,20.03025,107.18875,8.37514,39.74122,9.72425,0.78706,0.4134,0.89912,0.56265,0.58116,3.19,7.26,1.84,0.53,0.0,0.0,0.5664,0.0572,0.98
simulated_lunar_2,LRS75+,8,75.0,25.0,1.0,4.0,3.0,0.92291,0.16667,72.30249,23.64948,119.45439,8.48655,56.6166,10.60363,0.59679,0.26146,0.05665,0.4089,0.67131,3.19,7.26,1.84,0.53,0.0,0.0,0.6737,0.0711,0.4573
simulated_lunar_3,LRS75+,8,75.0,25.0,1.0,16.0,14.0,1.41765,0.16667,68.53941,28.14297,129.2879,8.77921,38.38396,12.49687,1.11445,0.92995,0.99331,1.0,0.66079,3.19,7.26,1.84,0.53,0.0,0.0,0.1016,0.0115,0.98
simulated_lunar_4,LRS75+,8,75.0,25.0,1.0,16.0,3.0,1.61949,0.16667,72.60452,27.75762,131.35399,8.6864,66.68281,12.38643,0.88224,0.83924,0.13296,0.86703,0.76353,3.19,7.26,1.84,0.53,0.0,0.0,0.2591,0.0296,0.6452
simulated_lunar_5,LRS75+,8,75.0,25.0,1.0,8.0,10.0,0.87619,0.16667,62.39557,28.96896,140.54223,8.75295,80.05096,12.77587,1.02117,0.81434,0.86704,0.9313,0.82556,3.19,7.26,1.84,0.53,0.0,0.0,0.0941,0.0098,0.98
simulated_lunar_6,LRS75+,8,75.0,25.0,1.0,16.0,10.0,1.37495,0.16667,72.92101,32.73764,118.23138,8.22972,55.2131,8.83181,0.73701,0.57857,0.92414,0.63533,0.61191,3.19,7.26,1.84,0.53,0.0,0.0,0.3366,0.036,0.98
simulated_lunar_7,LRS75+,8,75.0,25.0,1.0,16.0,14.0,1.03575,0.16667,82.39584,26.89884,147.64381,8.62961,41.17882,12.06419,1.01699,0.2186,0.99331,0.52329,0.65805,3.19,7.26,1.84,0.53,0.0,0.0,0.6332,0.0617,0.98
observed_earth_simulant,LRS100-,1,100.0,0.0,0.0,12.0,0.5,0.02,1.0,54.27094,20.28738,125.16432,9.00491,0.0,3.89064,1.07027,0.34009,0.02298,0.0,0.29888,1.13,0.46,0.0,0.15,1.5899999999999999,0.0,9.8,1.0,0.0
